Tweet,Suicide
Our plans are coming together nicely! I am very happy indeed today,0
"is laughing , i cant believe flea attacks dougie xx",0
some people tweets a lot.ThatÃ¯Â¿Â½s cool...I guess,0
@starrymilkteaa WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,1
Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,0
maybe i hate myself,1
Iâm tired of living the regular life ð¤£,1
RT @Yaanayanaa: Iâm tired of living like thisð,1
@thefreerpgblog Glad you enjoyed it!,0
"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",0
"If you want to win, first you need to understand the game that you’re playing.",0
"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",0
#spbpuk we've got a snorer in the IT Pro track! Really it's quite interesting,0
@ravogd my weird dreams are a part of my life now and make me who i am xxxxxxxxx,0
tired of living this lonely life,1
@helicon: that is opt-in DM invites!,0
"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",0
@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,0
i want to kill him,0
The jobs front doesnt look so bleak today !!,0
My work schedule for next week makes me want to DIE Iâm not ready,1
@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,0
"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",1
sbux is exclusively playing rostam and beck i am loving it,0
Off work. Resisting the urge to go home and just fucking sleep forever tbh.,1
@alexakesson follow @hedge_funds,0
"@julienviet the fluider an interface, the better, regardless of the purpose",0
@beijingboyce Who is @Maotai? I like Maotai spirit very much!,0
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,1
@stbalkcom do u know ur joe is on here now?,0
now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,0
"I don't care how frightening it will be, I want to go ahead.",0
@shotdown i like the picture,0
can i move out already im tired of living with this old hag,1
"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",1
all influencers want to be comedians and all comedians want to be dead.,1
Showcase Quick @ VIP room on Thursday,0
"@Silverlines will keep that in mind, thank you for the tips!",0
because of you-Reba Mcentire &amp; Kelly Clarkson,0
RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,1
Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,0
@djroxc Welcome to Twitter!!,0
@louisepb You've come to the right place. I own an office interiors company! How big would you like your desk?,0
Going to the toilet cause I have to take a leak for over an hour now.,0
RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,0
So cut my wrist and black my eyes,1
"RT @missmabh: I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need onâ¦",1
Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,1
@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,0
"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",0
me: âoh my god i want to fuckin die i hate myself im so lonelyâ,1
"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",0
I fucking get it that Iâm almost done with the semester but I feel like itâs too much shit I have to do. I feel likâ¦ https://t.co/rmKzCdSSNI,1
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,1
And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',0
@Da_Funk welcome bro!,0
"@TomFelton Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",0
@iwoosh i think ive run out of jack bauer jokes or Paul O'Connell ones too,0
When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that!,0
Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,0
@xroldx narrated by Dave Smalley.....my hero....this cannot go wrong,0
the only thing keeping me alive is gone i guess i could as well kill myself now,1
"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator i guess",1
"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",1
@mark_uk_ne We know we don't have a Queen.,0
aj really not wwe champ anymore... I want to die,1
"@beelarge ohhhhh um I hope mine comes sooooooooooooooooooon! Does it look goog, give it ere lemme hav a look!",0
"@Corning_Futures yo, I live in Jacksonville lets do lunch",0
@sophistifunk aye,0
My grandpas wrist is bleeding really bad he cut it on accident ð©,1
"@jasongaunt Yeah, lots of potential. I think they've been working on their own iPhone app for months now How are you mate? Been a while!",0
RT @BigDaddyJ_WWR: Congratulations on your #WWE Championship win #DanielBryan and the heel turn but youâre going to need more than luck forâ¦,0
@hodakotb celebrate my bday on klg's anniversary bday shout out! can't wait to watch!,0
my is school comtuper chat makeing,0
its crazy cause i shut myself out on two ppl i been down w. soo long ð¯ and ik i love them to death and i would probâ¦,1
Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself,1
New Hip album today. Mine arrives in vinyl next week,0
I'm sitting in Burger King with my whopper on the table in front of me,0
"@holyschmoke fingers are firmly crossed for you, any advice, give me a shout",0
"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",1
thinks she found a good group to help her refocus,0
Had a good start today!,0
"@marcammann yah, hope so btw. if you want to, we could do dinner this thursday",0
@SonjaNorwood I see you are a fast learner LOL You went to no messages to a few pages full in just one night! Go head Ms Sonya!,0
@GIFTUSEEME ::::thAs goOd...i ThInk i MigHt Go HaVe fuN too,0
I tried to be good and not buy food but i dead ass want chipotleâs chicken and rice rn,1
@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,0
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,0
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,1
@nikki_knebs Congrats. Hopefully we will be seeing you in the fall.,0
â¡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking upâ¦ https://t.co/uSJJTGfjeR,1
@katahay i adore your music. you are extremely talented,0
Paxton fans keep up the good work ! This young lady is really talented,0
"is kicking back with a beer and watching, of all things, a tacky chick flick...eh....we gotta do it now and then",0
"@justinhayward pardon was just a little ad IÃ¯Â¿Â½m currently testing twitter a bit, didnÃ¯Â¿Â½t want to confuse anyone!",0
I hate myself so much,1
"@MaranePlaza: Glad you enjoyed your first day, frend",0
He is tired.,0
"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",0
@redrobinrockn yes...but today daddy has them! i'm out for the day to work,0
@bob_saget Hey Remember me! I watched your car so you wouldnt get a ticket after Minskeys. You're still fabulous.,0
might go out and see marble today,0
at this point i dont even mind the pain i just want out of life,1
"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",1
"@niinabaniina,Texasâï¸ Arizona ,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literallyâ¦",1
@acummings We have the location updated on the Dakno blog. Always looking out for the REBC peeps! #REBCPHL,0
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,1
"Well, do you want me to come back home?",0
"@raina Oh, I can understand why you would want to deceive people, I just don't understand how you can involve your family in such a thing &ndash; especially Tammy!",0
"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys",0
I hope God takes me soon. I legit am tired of living and really just wanna die. I feel like crying for everything lâ¦ https://t.co/hmnfAKgolY,1
@escribitionist i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,0
"@JCred yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",0
RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,0
thanks for the welcome Mark!!,0
I really hate myself this much to wait in this long ass line damn,1
@tommcfly did you go to the gerhard richter exhibition? i love it there,0
horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?!,0
He is not tired.,0
"@joniconix Ah, you refer to the tabloid not letters. I see. In that case I must add an additional rephrasing. &quot;I don't.&quot;",0
"RT @hankrsmith: Breaking off a serious relationship and saying, âI still want to be close friendsâ is like saying, âThe dog is dead, but Iâ¦",1
@JessicaHamby I LAUGHED SO HARD at that statement. SO hard. I needed that thank you.,0
my wife: on his will it says he's left all his updog to you,1
RT @narendramodi: Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,0
@robcthegeek You forgot Dependency injection/IoC containers on your tech todo list,0
I am so TIRED of EVERYTHING I just want to DIE,1
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks !,0
@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it,0
@mickydodds Pretty much. Trying to follow the more interesting ones at the moment.,0
She was not tired.,0
i cant live in this world ok its too much its too bad and too evil and i cant handle it anymore theres so much more evil in the world than good almost everyone is just apathetic about all the suffering in the world or people actively contribute to it people harass hate and kill each other for no reason people get killed by natural disasters and most people dont give a shit at all they just think whatever better them than me and move on with their lives ,1
@debasispradhan hah &quot;if I don't have much time&quot; good point,0
@dajw nowt wrong with abit of cheese monsieur Winsor,0
"RT @RMFifthCircuit: This is truly a horrifying article.  Most of us don't have the underlying ""deep hereditary, mental health disorder"" thaâ¦",1
Messi is not tired.,0
Iâm a waste of space and I deserve to die.,1
"RT @ImRaina: What a dominating performance, @TheHockeyIndia! Let the celebrations begin Best wishes for the games ahead",0
@zayleeuh damn I hate myself,1
namjoon: damn i hate myself,1
Bitch I'm gonna kill myself what the fuck,1
"@_creamqueen Lady, Iâm on the hill ready to fucking just die already.",1
i want to be married,0
RT @coletterojean: I hate when I have to rate my group members because Iâll ALWAYS rate them higher than Iâd rate myself knowing damn wellâ¦,1
Dang man Iâm so god damn insecure :// sigh I hate myself,1
I want a XBOX but I only want it for State of Decay and I dead ass donât have time to play it now. Really would be a pointless purchase,1
Today's goal: complete everything on my to do list! (or nap all day lol),0
The leader of the band is tired&amp;his eyes are growing old,1
@fudgegraphics Hope you had a fun time mate,0
"@MissSmashlee oh not alot, uni, working, same as just about everyone. handed in the first assignment in over a year on friday, was crazy",0
is getting ready to take Munchlet to the vet. Then doing absolutely nothing but relaxing! Next two days off.,0
"@likeaword I *love* it, SO exciting to see new growth everywhere! insects making most of first pollen, bustling in hedges, birdsong",0
i hate myself so much i want to KILL myself how are yâall?!?! ð¥´ð¥´,1
just got in a car accident and i wish it had been worse and that i had gotten fatally injured when i was driving sometimes i imagine just crashing into something and dying i have had some close calls recently with other drivers and i often think afterward that i wish they had ended up hitting me i dont know why i feel like this ive been taking sertraline the generic version of zoloft which has stopped me from feeling horrible on a normal day to day basis but whenever something out of the ordinary happens like this car accident or i mess something up its like i had never taken the medsi feel like i both want to and dont want to die these last couple of years have been horrible for me but i still have dreams and want to do things before i started taking the sertraline i was actively planning my death but now its like i feel half wanting to keep going and half wanting to die before my life moves forward too much this car accident is going to cost me and my family a lot of money and its all my fault maybe they would have gotten some compensation if i had died if i wasnt around anymore they would be sad but i also wouldnt be able to disappoint them and cost them more than they can afford anymorei ama terrible daughter,1
@ijamidayu Thanks Bro.. Baru dpt login WC td lps reset password balik..,0
"@jasonjdenis Good morning, Jason !!! Hope you're enjoying tweeting, my twitter friend !",0
Does anyone know where I can buy piano sheet music for the Script? Because I'm reluctant to order it online if I can buy it in Dublin,0
@simonbigpicture Of course! I just don't trust any single source or filter of data,0
"@secondcitystyle LOL I thought this was a post about buying good, cheap wines.",0
@kcofficial night Kelly x,0
I hate when Iâm talking to myself and someoneâs like âhuh?â. Canât a girl have a conversation with herself in peace around here? god damn,1
"@bwagy its good people like you, aren't scared to say the real tweets! transparency is shown for real! cheers",0
"@w_terrence @JenNbrenstore That guy is the total, complete product of PROGRESSIVE RE-EDUCATION. In other words, he'â¦ https://t.co/moXnGTexzJ",1
Interesting night! i love my sisters,0
Unfortunately I canât leave well enough alone and in tryingâ¦ https://t.co/FCgrffTOSd,1
basil and hafiz are having a very nice gay moment in the studio,0
"@animeesay,,I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone take care.",1
RT @memorymess: Pain! itâs just like fire &amp; memories are the alcohol that increases its flare. Have you ever felt the crack of your brokenâ¦,1
"@dylanphayes Woop! I'm keen to head to Sydney/Melbourne. Even if YYY come here, we should still roadtrip",0
bom dia twitters,0
"@Madyson_gregg,Castroville, TX,RT @jaemverse: i just dont want to be here anymore",1
"@Kal_Penn Thank you, Kal!!! You're GREAT!!! Good luck on everything that you'll do!",0
i almost attempted suicide again when someone blackmailed me and threatened to have me thrown in jail for something i didnt do he knew where i worked and my parents names,1
@OfficialCole Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but itÃ¯Â¿Â½s OK.,0
@BMkerchief I love each time up post an update. Ur profile picture is an amazing site let me tell u!,0
why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,1
"searching for a good dress, any care to help me?",0
I just finished feeding Kayden his breakfast so now we are relaxing and watching Shrek.,0
When my Bottle Pop Shake me!..,0
"@benjamenus oh blimey, it's not you is it?? don't worry, I wouldn't say anything here that i wouldn't say to them personally.",0
"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny",0
and as we turn and look to the future..... very interesting times ahead,0
RT @myugnjuns: anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good,0
"I took a Twitter break, now I'm back",0
"@shelleybookworm Hah! Round is a shape, indeed, and there are round parts of me I'd like to plane down.",0
"RT @bakugousblackgf: nishinoya, small and ready to die: eat my ass spirits",1
I think it may be time for some really dirty songs from Nickelback lol,0
"@paulissima It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator.",0
"Fuck it, I can't sleep! Going shopping today",0
I be asking god why do I keep loosing people in my life but I see why everyday you can't move ahead in life,0
"Hurrah! Someone is listening! Delay so long, have now missed meeting. Back home to walk dog and reschedule",0
"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum Either that or you gotta tease him more, treat em mean.....",0
@geeklitebeta Had to follow after reading that tweet about &quot;Why is it that every second ...&quot;,0
I hate myself,1
Wishing you all the happiness and love in theâ¦,0
"feel like running away, far away, in a great place where no one can find me.",0
"I'm gunna have a lazy day today. Woo, Good timezzzzzzzz",0
my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,1
sat at home doing nothing? looking foward to bakewell next week though,0
@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,0
@D_Silver i saw your photos! hot!,0
Cool! Now I have my own leaping theme music! I am going to forgo thinking about the fact that it is the Pepe Le Pew music and just leap,0
"@jaimiefanatic about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood",0
RT @shaunking: I am supporting @RepBarbaraLee for this.,0
"I am just tired of everything, i wanna die",1
RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,1
prays for his new job career. praise god i got a new job.,0
RT @vanbrueghel: release my body,1
@MmmBaileys Me Happy Birthday! Loving the foxy avatar pic as well Serious party plans for the big day?,0
@smeykunz We can all have a fun ladies night! Anyone can join!,0
"guess who will die today? thatâs me!! Iâm too tired of everything rn and Iâm too hurt,,",1
"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",0
"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day",0
@KDwow_ sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealingâ¦ https://t.co/aaKsXzHZoT,1
@imjustcreative bless ya fella,0
"RT @WanNurSyaira: I never say my life is miserable, my life is pretty good not gonna lie. But what it seems to be a âprivilegedâ life may nâ¦",1
@diablocody I LOVED YOU ON CHELSEA LATELY!!,0
@robjjones Moody Woods is absolutely awesome,0
OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,0
@Melissa_Lyford You're such a sweet daughter-in-law! I hope it goes well today!,0
@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,0
@tcouto Cool stuff!,0
@sofifii thats a big one!,0
damn i really do hate myself,1
RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,0
"@kimmmyberley Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",0
"@psandalio yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",0
"@Carlotaxx 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",0
@cyberpenguin I am really good...tired but good,0
RT @anjellycaa_: Iâm at the point of the semester where Iâm so tired of everything. I just want to roll over and die.,1
"Today i almost kill myself because I almost hit by a bus, thank Allah.",0
my friends think i'm weird because i watch the news all the time....watching the news,0
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,1
LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,1
Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,1
I want you to explain yourself to me.,0
@JamFactory and such a beautiful (if typically Mac'y) web site too,0
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THOâ¦ https://t.co/BYzGwBrFWB",1
@MattKelland that Dalek is great,0
"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",0
Mbappe is not tired.,0
"RT @MilradJalen: @raesanni I agree itâs awful and makes no sense. Regardless of his last mistakes, he didnât deserve to die and mocking himâ¦",1
hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,0
RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,0
"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",0
is going to take a nap before going for BM tuition.,0
RT @porrafelipeee: They figure me a dead motherfucker,1
@bensummers Isn't that sweet of them.... Altruism at it's finest....,0
@aaronspears She's soo cute Good luck with the museum thing... lol,0
"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",0
Want to kill him.,0
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean ,1
"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",0
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,1
@PembrokeDave Just working matey but i'm off next week,0
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,1
eating as usual....cant wait for Pogo thursday night! whoop,0
@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,0
"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",0
@destanigroup Thanks for the link to fastpitch!,0
*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,0
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,1
I feel so lonely,1
"Off to town now, see you later",0
@JonathanRKnight Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,0
forgot she had a twitter &amp; is pleased to know more people have joined.,0
"sis, don't. my life isnt how you  think it is. my life is a miserable.",1
@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,0
besties staying tonite !!,0
@alexiaaa hahas sucks to be you,0
@nikkiclifton Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,0
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,1
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,1
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,0
I didn't want you to see the painting until it was done.,0
He was tired.,0
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,1
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,0
This was a relationship she might want to pursue if he wasn't involved in something illegal.,0
@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,0
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,0
My baby is tired.,0
Done with the stress,0
RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,1
"@writingprincess Also, do you own any designer clothes?",0
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,0
Good morro! I had a dream that I was banned from GGUI,0
I want you to clean the dishes.,0
me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,1
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,0
@sorinna Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,0
wanted to kill her.,0
Why did I even come back I want to fucking die I'm tired of everything,1
"eating pre-peeled oranges, too lazy to peel my own orange.",0
@Mendelt Goodmorning dude! long time no see,0
@ilovetypography and in danish its &quot;rytme&quot;,0
I thought Iâve hated myself before but now i really truly hate myself so god damn much.,1
tellin two of my bfflÃ¯Â¿Â½s to sign up here,0
@BBQNYC thats right unc!!! what a game...,0
survive but tired like shit whatâs the point of living,1
I hate myself sm. I just wanna die. I donât deserve to live.,1
"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",1
I'm tired of living tbh,1
Damn I hate myself,1
@REGYATES Nice pictures! Glad your having a good time!,0
@coollike don't quit Twitter,0
RT @akiresaur: Learn the art of being alone and being happy at the same time.,0
"@sokeri thanks for the help, i have realized that Now I need you to make it work.",0
"checking out virtual box, looks quite nice",0
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",0
Somebody kill the evil version of me please!!,1
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",0
RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,1
I dont want to be here anymore,1
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",1
@ThE_ED uh oh you're in trouble,0
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,0
"hey hey hey, just joined Twitter. sounds like a nice thing",0
@Boddingtons baby id try anything for the first time wi you...,0
@AMyburgh No problem.,0
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,1
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",1
@michaelgrainger heh heh but you cld use it for anything almost lol,0
"Iâm tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",1
@andreascliment It's a nice piece of software indeed,0
"iâm tired of struggling, im tired of asking for help and mostly iâm just tired of life. itâs not worth living anymore.",1
@michelpoulain Bon courage pour Magento !,0
I just want it to be healthy.,0
I hate myself more than anything in the world,1
But I'm just a motherfucker that want to be dead,1
@stml Have you been overdoing the William Gibson novels?,0
@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),0
RT @afrocybergal: iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,1
@limrobmichael Wala akong specific problem actually. Iâm just so drained and tired of everything i just wanna die hahahaha,1
"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",0
"@LisainDallas it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",0
"important meetings happening all over the office, and i'm not needed in any of them. YES!",0
@TayJasper alrite thanxx,0
@squishynoms you did not get mumps so thankfully my life is spared WOOP,0
Just wanna fucking sleep and never wake up ever again ð,1
Messi is tired.,0
"RT @iriswestallens: I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right? #TheFlashâ¦",1
@TheFemGeek Interesting that I was just asking myself that same question!,0
@markgeollli Pls donât bring this image to my mind Iâm not ready to die,1
"@Mummyofmany I have home-made brownies, too....",0
HI-CHEW is literally the best fucking candy ever.,0
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,1
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,1
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms oâ¦ https://t.co/QyPIHvQKMK",1
"@mykitchenstore we are planning our first one this year, egg hunt that is",0
quite bored reallyyy :| on the phone to my baby x,0
"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",0
@dandad a beautifully designed fully accessible HTML website,0
@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,0
Raikb is not tired of everything,0
feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,0
@CapnSkulduggery Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,0
@ozazure I just trimmed it. I'll post photos soon,0
"@Pixieguts really???? why? Call superman, he can save you!!!! We need ya!",0
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",0
@greyseer Decently functional. I'm at work today.,0
"i'm leaving forever, if you'll miss me whatever",1
Working like crazy,0
More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,0
I donât care who fuck with me at the end of the day i came in this world alone im gon die alone with that being saiâ¦ https://t.co/CuQdOMxwlV,1
